HHID,fetch_water_ga,Year,Dry_Ln_2012_2002_10,Demo_group_Detail,IHS_Distance_Water,Ln_2012_2002_Categ,fetch_water
1153002701,0,2010,0,7,0,3,4
1153002701,0,2010,0,2,0,3,4
1153002701,2,2010,0,4,0,3,4
1153002701,4,2011,0,1,0,4,10
1153002701,2,2011,0,1,0,4,10
1153002701,0,2011,0,7,0,4,10
1153002701,2,2011,0,3,0,4,10
1153002701,2,2011,0,5,0,4,10
1153002703,0,2009,1,6,0.19869012,1,50
1153002703,25,2009,1,1,0.19869012,1,50
1153002703,25,2009,1,1,0.19869012,1,50
1153002703,0,2010,0,1,0,3,6
1153002703,0,2010,0,1,0,3,6
1153002703,6,2010,0,1,0,3,6
1153002703,0,2010,0,6,0,3,6
1153002703,4,2011,0,1,0,4,4
1153002703,0,2011,0,6,0,4,4
1153002704,2,2009,1,3,0.88137358,1,11
1153002704,1,2009,1,3,0.88137358,1,11
1153002704,3,2009,1,2,0.88137358,1,11
1153002704,3,2009,1,4,0.88137358,1,11
1153002704,2,2009,1,4,0.88137358,1,11
1153002704,0,2009,1,5,0.88137358,1,11
1153002704,0,2009,1,6,0.88137358,1,11
1153002704,2,2010,0,2,0,3,11
1153002704,0,2010,0,6,0,3,11
1153002704,3,2010,0,6,0,3,11
1153002704,1,2010,0,3,0,3,11
1153002704,1,2010,0,4,0,3,11
1153002704,2,2010,0,4,0,3,11
1153002704,2,2010,0,3,0,3,11
1153002704,6,2011,0,2,0,4,10
1153002704,0,2011,0,3,0,4,10
1153002704,0,2011,0,6,0,4,10
1153002704,4,2011,0,4,0,4,10
1153002705,0,2009,1,1,0.24746646,1,0
1153002705,0,2009,1,7,0.24746646,1,0
1153002705,1,2010,0,1,0.88137358,3,5
1153002705,0,2010,0,7,0.88137358,3,5
1153002705,4,2010,0,2,0.88137358,3,5
1153002706,0,2009,0,1,2.2724414,3,18
1153002706,6,2009,0,4,2.2724414,3,18
1153002706,6,2009,0,6,2.2724414,3,18
1153002706,6,2009,0,7,2.2724414,3,18
1153002706,5,2010,0,3,0,3,12
1153002706,0,2010,0,6,0,3,12
1153002706,0,2010,0,7,0,3,12
1153002706,7,2010,0,1,0,3,12
1153002706,0,2011,0,6,1.8184465,5,16
1153002706,7,2011,0,4,1.8184465,5,16
1153002706,7,2011,0,1,1.8184465,5,16
1153002706,0,2011,0,7,1.8184465,5,16
1153002706,2,2011,0,3,1.8184465,5,16
1153002707,5,2009,0,2,1.2489834,3,14
1153002707,2,2009,0,7,1.2489834,3,14
1153002707,4,2009,0,6,1.2489834,3,14
1153002707,3,2009,0,3,1.2489834,3,14
1153002707,0,2010,0,7,0,3,41
1153002707,6,2010,0,1,0,3,41
1153002707,6,2010,0,3,0,3,41
1153002707,7,2010,0,2,0,3,41
1153002707,0,2010,0,6,0,3,41
1153002707,6,2010,0,3,0,3,41
1153002707,8,2010,0,3,0,3,41
1153002707,2,2010,0,1,0,3,41
1153002707,6,2010,0,6,0,3,41
1153002707,2,2011,0,5,0,5,7
1153002707,0,2011,0,6,0,5,7
1153002707,2,2011,0,3,0,5,7
1153002707,1,2011,0,1,0,5,7
1153002707,0,2011,0,7,0,5,7
1153002707,2,2011,0,2,0,5,7
1153002708,2,2009,1,5,0.29567307,1,6
1153002708,4,2009,1,7,0.29567307,1,6
1153002708,7,2010,0,7,0,3,7
1153002708,0,2011,0,7,0,4,0
1153002709,7,2009,0,2,0.56882495,3,14
1153002709,0,2009,0,6,0.56882495,3,14
1153002709,7,2009,0,3,0.56882495,3,14
1153002709,4,2010,0,4,0,3,8
1153002709,0,2010,0,6,0,3,8
1153002709,2,2010,0,1,0,3,8
1153002709,2,2010,0,2,0,3,8
1153002709,0,2011,0,6,0,5,13
1153002709,8,2011,0,4,0,5,13
1153002709,0,2011,0,2,0,5,13
1153002709,0,2011,0,1,0,5,13
1153002709,5,2011,0,1,0,5,13
1153002710,0,2009,0,7,0.73266828,3,11
1153002710,2,2009,0,3,0.73266828,3,11
1153002710,4,2009,0,1,0.73266828,3,11
1153002710,3,2009,0,3,0.73266828,3,11
1153002710,2,2009,0,1,0.73266828,3,11
1153002710,2,2010,0,3,0,3,6
1153002710,1,2010,0,1,0,3,6
1153002710,3,2010,0,1,0,3,6
1153002710,0,2010,0,7,0,3,6
1153002710,5,2011,0,1,0,5,10
1153002710,5,2011,0,1,0,5,10
1153002710,0,2011,0,7,0,5,10
1153002710,0,2011,0,3,0,5,10
1153003101,0,2009,0,5,0.09983408,2,2
1153003101,2,2009,0,1,0.09983408,2,2
1153003101,0,2009,0,6,0.09983408,2,2
1153003101,0,2010,0,1,1.8184465,3,0
1153003101,0,2010,0,6,1.8184465,3,0
1153003101,0,2010,0,5,1.8184465,3,0
1153003101,1,2011,0,6,0,5,1
1153003101,0,2011,0,3,0,5,1
1153003101,0,2011,0,1,0,5,1
1153003101,0,2011,0,3,0,5,1
1153003102,0,2010,0,6,1.4436355,3,0
1153003102,0,2010,0,5,1.4436355,3,0
1153003102,0,2011,0,5,0,4,25
1153003102,10,2011,0,2,0,4,25
1153003102,10,2011,0,6,0,4,25
1153003102,5,2011,0,1,0,4,25
1153003103,0,2009,0,7,0.24746646,2,51
1153003103,10,2009,0,1,0.24746646,2,51
1153003103,20,2009,0,5,0.24746646,2,51
1153003103,21,2009,0,6,0.24746646,2,51
1153003103,0,2010,0,7,0.88137358,3,4
1153003103,2,2010,0,1,0.88137358,3,4
1153003103,2,2010,0,6,0.88137358,3,4
1153003103,0,2011,0,7,1.4436355,5,0
1153003103,0,2011,0,5,1.4436355,5,0
1153003103,0,2011,0,1,1.4436355,5,0
1153003103,0,2011,0,6,1.4436355,5,0
1153003105,0,2010,0,6,0,3,0
1153003105,0,2011,0,6,0,5,0
1153003106,0,2009,0,6,0.09983408,2,3
1153003106,0,2009,0,3,0.09983408,2,3
1153003106,1,2009,0,4,0.09983408,2,3
1153003106,1,2009,0,1,0.09983408,2,3
1153003106,1,2009,0,4,0.09983408,2,3
1153003106,7,2010,0,3,0,3,20
1153003106,0,2010,0,6,0,3,20
1153003106,6,2010,0,4,0,3,20
1153003106,7,2010,0,1,0,3,20
1153003106,3,2011,0,1,0,5,9
1153003106,3,2011,0,4,0,5,9
1153003106,0,2011,0,6,0,5,9
1153003106,3,2011,0,4,0,5,9
1153003107,0,2009,0,2,0,4,0
1153003107,0,2009,0,5,0,4,0
1153003107,0,2009,0,2,0,4,0
1153003107,0,2009,0,6,0,4,0
1153003107,7,2010,0,1,0,3,14
1153003107,0,2010,0,6,0,3,14
1153003107,7,2010,0,2,0,3,14
1153003107,7,2011,0,1,0,5,16
1153003107,2,2011,0,3,0,5,16
1153003107,0,2011,0,7,0,5,16
1153003107,7,2011,0,2,0,5,16
1153003107,0,2011,0,6,0,5,16
1153003110,2,2009,0,2,0.48121181,2,7
1153003110,0,2009,0,6,0.48121181,2,7
1153003110,2,2009,0,4,0.48121181,2,7
1153003110,0,2009,0,3,0.48121181,2,7
1153003110,1,2009,0,1,0.48121181,2,7
1153003110,2,2009,0,4,0.48121181,2,7
1153003110,0,2009,0,5,0.48121181,2,7
1153003110,0,2010,0,3,0.88137358,3,14
1153003110,0,2010,0,4,0.88137358,3,14
1153003110,0,2010,0,6,0.88137358,3,14
1153003110,0,2010,0,1,0.88137358,3,14
1153003110,14,2010,0,2,0.88137358,3,14
1153003110,0,2010,0,3,0.88137358,3,14
1153003110,0,2010,0,4,0.88137358,3,14
1153003110,0,2011,0,6,1.4436355,5,14
1153003110,7,2011,0,4,1.4436355,5,14
1153003110,7,2011,0,1,1.4436355,5,14
1163001102,0,2009,0,5,0.09983408,3,4
1163001102,4,2009,0,6,0.09983408,3,4
1163001102,0,2010,0,6,0,2,7
1163001102,7,2010,0,4,0,2,7
1163001102,0,2010,0,1,0,2,7
1163001102,0,2010,0,5,0,2,7
1163001102,0,2011,0,3,0,5,4
1163001102,1,2011,0,6,0,5,4
1163001102,2,2011,0,5,0,5,4
1163001102,1,2011,0,1,0,5,4
1163001103,0,2009,0,5,0,3,0
1163001103,0,2010,0,5,0.88137358,4,0
1163001104,0,2009,1,3,0.73266828,1,3
1163001104,3,2009,1,5,0.73266828,1,3
1163001104,0,2009,1,1,0.73266828,1,3
1163001104,0,2009,1,6,0.73266828,1,3
1163001104,0,2010,0,3,1.4436355,4,2
1163001104,0,2010,0,1,1.4436355,4,2
1163001104,0,2010,0,6,1.4436355,4,2
1163001104,2,2010,0,5,1.4436355,4,2
1163001104,5,2011,0,3,0,3,12
1163001104,3,2011,0,6,0,3,12
1163001104,3,2011,0,1,0,3,12
1163001104,0,2011,0,5,0,3,12
1163001104,1,2011,0,1,0,3,12
1163001105,0,2009,1,6,0.73266828,1,7
1163001105,7,2009,1,5,0.73266828,1,7
1163001105,0,2010,0,5,0.88137358,4,2
1163001105,2,2010,0,6,0.88137358,4,2
1163001105,0,2011,0,5,0.88137358,3,0
1163001105,0,2011,0,6,0.88137358,3,0
1163001106,2,2009,1,7,0.73266828,1,2
1163001106,3,2010,0,7,0.88137358,4,3
1163001106,2,2011,0,7,0,3,2
1163001107,3,2009,1,5,0.39003533,1,3
1163001107,0,2009,1,6,0.39003533,1,3
1163001107,0,2009,1,3,0.39003533,1,3
1163001107,3,2010,0,1,0,4,11
1163001107,2,2010,0,3,0,4,11
1163001107,6,2010,0,6,0,4,11
1163001107,0,2010,0,5,0,4,11
1163001107,0,2011,0,5,0,3,11
1163001107,5,2011,0,6,0,3,11
1163001107,3,2011,0,1,0,3,11
1163001107,3,2011,0,3,0,3,11
1163001108,8,2009,0,4,1.2489834,3,30
1163001108,0,2009,0,6,1.2489834,3,30
1163001108,0,2009,0,5,1.2489834,3,30
1163001108,0,2009,0,3,1.2489834,3,30
1163001108,8,2009,0,1,1.2489834,3,30
1163001108,8,2009,0,2,1.2489834,3,30
1163001108,6,2009,0,1,1.2489834,3,30
1163001108,0,2009,0,1,1.2489834,3,30
1163001108,0,2010,0,6,1.4436355,4,12
1163001108,5,2010,0,1,1.4436355,4,12
1163001108,1,2010,0,1,1.4436355,4,12
1163001108,2,2010,0,3,1.4436355,4,12
1163001108,,2010,0,1,1.4436355,4,12
1163001108,0,2010,0,1,1.4436355,4,12
1163001108,4,2010,0,4,1.4436355,4,12
1163001108,0,2010,0,5,1.4436355,4,12
1163001109,3,2009,0,1,0.73266828,3,16
1163001109,3,2009,0,2,0.73266828,3,16
1163001109,4,2009,0,2,0.73266828,3,16
1163001109,3,2009,0,3,0.73266828,3,16
1163001109,0,2009,0,3,0.73266828,3,16
1163001109,0,2009,0,6,0.73266828,3,16
1163001109,3,2009,0,1,0.73266828,3,16
1163001109,0,2009,0,3,0.73266828,3,16
1163001109,2,2010,0,6,1.8184465,4,20
1163001109,1,2010,0,2,1.8184465,4,20
1163001109,,2010,0,6,1.8184465,4,20
1163001109,2,2010,0,3,1.8184465,4,20
1163001109,4,2010,0,1,1.8184465,4,20
1163001109,3,2010,0,2,1.8184465,4,20
1163001109,2,2010,0,1,1.8184465,4,20
1163001109,3,2010,0,3,1.8184465,4,20
1163001109,3,2010,0,3,1.8184465,4,20
1163001109,,2010,0,6,1.8184465,4,20
1163001110,2,2009,1,3,0.73266828,1,9
1163001110,2,2009,1,1,0.73266828,1,9
1163001110,2,2009,1,5,0.73266828,1,9
1163001110,3,2009,1,6,0.73266828,1,9
1163001110,4,2010,0,5,0,4,9
1163001110,5,2010,0,6,0,4,9
1163001110,2,2011,0,6,0,3,2
1163001110,0,2011,0,5,0,3,2
1163001110,0,2011,0,1,0,3,2
1163001110,0,2011,0,3,0,3,2
1163001110,0,2011,0,1,0,3,2
1163001301,0,2009,1,6,0,1,0
1163001301,0,2009,1,6,0,1,0
1163001301,0,2009,1,6,0,1,0
1163001301,0,2009,1,3,0,1,0
1163001301,0,2011,0,1,1.4436355,5,1
1163001301,0,2011,0,4,1.4436355,5,1
1163001301,1,2011,0,6,1.4436355,5,1
1163001301,0,2011,0,6,1.4436355,5,1
1163001302,8,2009,1,6,0.48121181,1,24
1163001302,0,2009,1,6,0.48121181,1,24
1163001302,14,2009,1,4,0.48121181,1,24
1163001302,2,2009,1,5,0.48121181,1,24
1163001302,0,2009,1,1,0.48121181,1,24
1163001302,1,2011,0,2,0,4,3
1163001302,0,2011,0,4,0,4,3
1163001302,0,2011,0,6,0,4,3
1163001302,2,2011,0,1,0,4,3
1163001303,0,2009,1,5,0,1,14
1163001303,7,2009,1,3,0,1,14
1163001303,7,2009,1,3,0,1,14
1163001303,0,2009,1,6,0,1,14
1163001303,0,2009,1,3,0,1,14
1163001303,4,2011,0,1,1.8184465,4,18
1163001303,3,2011,0,3,1.8184465,4,18
1163001303,5,2011,0,3,1.8184465,4,18
1163001303,4,2011,0,3,1.8184465,4,18
1163001303,0,2011,0,5,1.8184465,4,18
1163001303,2,2011,0,6,1.8184465,4,18
1163001304,0,2009,1,6,1.2489834,1,4
1163001304,4,2009,1,5,1.2489834,1,4
1163001304,0,2011,0,5,1.4436355,4,28
1163001304,14,2011,0,3,1.4436355,4,28
1163001304,0,2011,0,6,1.4436355,4,28
1163001304,14,2011,0,3,1.4436355,4,28
1163001305,0,2009,1,6,0,1,0
1163001305,0,2009,1,1,0,1,0
1163001305,0,2009,1,5,0,1,0
1163001305,2,2011,0,4,0,4,5
1163001305,1,2011,0,3,0,4,5
1163001305,2,2011,0,1,0,4,5
1163001305,0,2011,0,5,0,4,5
1163001307,3,2009,0,3,0.19869012,2,16
1163001307,1,2009,0,6,0.19869012,2,16
1163001307,0,2009,0,5,0.19869012,2,16
1163001307,3,2009,0,3,0.19869012,2,16
1163001307,3,2009,0,6,0.19869012,2,16
1163001307,3,2009,0,3,0.19869012,2,16
1163001307,3,2009,0,3,0.19869012,2,16
1163001307,2,2011,0,1,0,5,27
1163001307,5,2011,0,3,0,5,27
1163001307,0,2011,0,6,0,5,27
1163001307,5,2011,0,3,0,5,27
1163001307,0,2011,0,7,0,5,27
1163001307,5,2011,0,3,0,5,27
1163001307,3,2011,0,3,0,5,27
1163001307,7,2011,0,3,0,5,27
1163001310,3,2011,0,1,0,5,6
1163001310,1,2011,0,4,0,5,6
1163001310,0,2011,0,6,0,5,6
1163001310,2,2011,0,3,0,5,6
2013000401,16,2009,0,4,0.29567307,2,49
2013000401,0,2009,0,3,0.29567307,2,49
2013000401,0,2009,0,1,0.29567307,2,49
2013000401,0,2009,0,6,0.29567307,2,49
2013000401,1,2009,0,5,0.29567307,2,49
2013000401,16,2009,0,1,0.29567307,2,49
2013000401,16,2009,0,4,0.29567307,2,49
2013000401,6,2010,0,6,1.4436355,3,62
2013000401,12,2010,0,4,1.4436355,3,62
2013000401,9,2010,0,4,1.4436355,3,62
2013000401,7,2010,0,1,1.4436355,3,62
2013000401,12,2010,0,3,1.4436355,3,62
2013000401,4,2010,0,5,1.4436355,3,62
2013000401,12,2010,0,1,1.4436355,3,62
2013000401,0,2011,0,5,0,3,37
2013000401,7,2011,0,4,0,3,37
2013000401,2,2011,0,6,0,3,37
2013000401,7,2011,0,3,0,3,37
2013000401,7,2011,0,4,0,3,37
2013000401,7,2011,0,1,0,3,37
2013000401,7,2011,0,1,0,3,37
2013000402,0,2009,0,6,0,2,2
2013000402,2,2009,0,2,0,2,2
2013000402,0,2009,0,3,0,2,2
2013000402,0,2009,0,3,0,2,2
2013000402,0,2009,0,3,0,2,2
2013000402,0,2009,0,3,0,2,2
2013000402,14,2010,0,2,0.88137358,3,40
2013000402,12,2010,0,1,0.88137358,3,40
2013000402,0,2010,0,4,0.88137358,3,40
2013000402,14,2010,0,3,0.88137358,3,40
2013000402,0,2010,0,3,0.88137358,3,40
2013000402,0,2010,0,3,0.88137358,3,40
2013000402,0,2010,0,6,0.88137358,3,40
2013000402,10,2011,0,2,0.88137358,3,16
2013000402,0,2011,0,2,0.88137358,3,16
2013000402,0,2011,0,3,0.88137358,3,16
2013000402,2,2011,0,3,0.88137358,3,16
2013000402,0,2011,0,4,0.88137358,3,16
2013000402,0,2011,0,6,0.88137358,3,16
2013000402,4,2011,0,3,0.88137358,3,16
2013000403,,2009,0,3,0.24746646,2,0
2013000403,0,2009,0,1,0.24746646,2,0
2013000403,,2009,0,4,0.24746646,2,0
2013000403,0,2009,0,6,0.24746646,2,0
2013000403,0,2009,0,7,0.24746646,2,0
2013000403,0,2009,0,3,0.24746646,2,0
2013000403,0,2009,0,3,0.24746646,2,0
2013000403,,2009,0,1,0.24746646,2,0
2013000403,,2009,0,3,0.24746646,2,0
2013000403,12,2010,0,4,0.88137358,3,60
2013000403,0,2010,0,3,0.88137358,3,60
2013000403,0,2010,0,7,0.88137358,3,60
2013000403,10,2010,0,3,0.88137358,3,60
2013000403,14,2010,0,1,0.88137358,3,60
2013000403,10,2010,0,3,0.88137358,3,60
2013000403,0,2010,0,3,0.88137358,3,60
2013000403,14,2010,0,3,0.88137358,3,60
2013000403,0,2010,0,1,0.88137358,3,60
2013000403,0,2010,0,6,0.88137358,3,60
2013000403,12,2011,0,3,1.4436355,3,43
2013000403,0,2011,0,6,1.4436355,3,43
2013000403,,2011,0,3,1.4436355,3,43
2013000403,14,2011,0,1,1.4436355,3,43
2013000403,0,2011,0,7,1.4436355,3,43
2013000403,,2011,0,1,1.4436355,3,43
2013000403,7,2011,0,3,1.4436355,3,43
2013000403,,2011,0,4,1.4436355,3,43
2013000403,10,2011,0,3,1.4436355,3,43
2013000404,0,2009,0,5,0.48121181,4,32
2013000404,0,2009,0,5,0.48121181,4,32
2013000404,6,2009,0,4,0.48121181,4,32
2013000404,4,2009,0,6,0.48121181,4,32
2013000404,4,2009,0,3,0.48121181,4,32
2013000404,6,2009,0,2,0.48121181,4,32
2013000404,2,2009,0,3,0.48121181,4,32
2013000404,4,2009,0,1,0.48121181,4,32
2013000404,0,2009,0,5,0.48121181,4,32
2013000404,6,2009,0,1,0.48121181,4,32
2013000404,0,2009,0,1,0.48121181,4,32
2013000404,0,2010,0,3,0,2,54
2013000404,6,2010,0,2,0,2,54
2013000404,12,2010,0,1,0,2,54
2013000404,10,2010,0,4,0,2,54
2013000404,14,2010,0,2,0,2,54
2013000404,0,2010,0,6,0,2,54
2013000404,0,2010,0,5,0,2,54
2013000404,0,2010,0,6,0,2,54
2013000404,5,2010,0,5,0,2,54
2013000404,7,2010,0,5,0,2,54
2013000404,0,2010,0,6,0,2,54
2013000404,0,2011,0,5,1.4436355,3,88
2013000404,14,2011,0,2,1.4436355,3,88
2013000404,14,2011,0,4,1.4436355,3,88
2013000404,14,2011,0,5,1.4436355,3,88
2013000404,7,2011,0,3,1.4436355,3,88
2013000404,0,2011,0,6,1.4436355,3,88
2013000404,7,2011,0,2,1.4436355,3,88
2013000404,14,2011,0,1,1.4436355,3,88
2013000404,2,2011,0,3,1.4436355,3,88
2013000404,0,2011,0,3,1.4436355,3,88
2013000404,0,2011,0,6,1.4436355,3,88
2013000404,14,2011,0,5,1.4436355,3,88
2013000404,2,2011,0,1,1.4436355,3,88
2013000406,12,2009,0,2,1.2489834,4,44
2013000406,12,2009,0,3,1.2489834,4,44
2013000406,12,2009,0,1,1.2489834,4,44
2013000406,0,2009,0,4,1.2489834,4,44
2013000406,4,2009,0,3,1.2489834,4,44
2013000406,4,2009,0,1,1.2489834,4,44
2013000406,0,2009,0,6,1.2489834,4,44
2013000406,0,2009,0,7,1.2489834,4,44
2013000406,0,2009,0,7,1.2489834,4,44
2013000406,0,2010,0,1,0.88137358,2,43
2013000406,0,2010,0,7,0.88137358,2,43
2013000406,13,2010,0,1,0.88137358,2,43
2013000406,0,2010,0,4,0.88137358,2,43
2013000406,17,2010,0,2,0.88137358,2,43
2013000406,0,2010,0,6,0.88137358,2,43
2013000406,13,2010,0,3,0.88137358,2,43
2013000406,0,2010,0,7,0.88137358,2,43
2013000406,0,2010,0,2,0.88137358,2,43
2013000406,0,2010,0,3,0.88137358,2,43
2013000406,10,2011,0,2,1.4436355,3,38
2013000406,7,2011,0,1,1.4436355,3,38
2013000406,7,2011,0,6,1.4436355,3,38
2013000406,14,2011,0,1,1.4436355,3,38
2013000406,0,2011,0,7,1.4436355,3,38
2013000407,6,2009,0,1,1.2489834,4,26
2013000407,0,2009,0,3,1.2489834,4,26
2013000407,0,2009,0,2,1.2489834,4,26
2013000407,14,2009,0,6,1.2489834,4,26
2013000407,0,2009,0,5,1.2489834,4,26
2013000407,6,2009,0,3,1.2489834,4,26
2013000407,0,2009,0,1,1.2489834,4,26
2013000407,0,2010,0,5,0.88137358,2,31
2013000407,3,2010,0,1,0.88137358,2,31
2013000407,7,2010,0,1,0.88137358,2,31
2013000407,7,2010,0,3,0.88137358,2,31
2013000407,7,2010,0,3,0.88137358,2,31
2013000407,7,2010,0,6,0.88137358,2,31
2013000407,0,2011,0,5,1.4436355,3,36
2013000407,3,2011,0,1,1.4436355,3,36
2013000407,4,2011,0,1,1.4436355,3,36
2013000407,8,2011,0,4,1.4436355,3,36
2013000407,7,2011,0,1,1.4436355,3,36
2013000407,7,2011,0,3,1.4436355,3,36
2013000407,7,2011,0,6,1.4436355,3,36
2013000408,0,2009,0,6,1.2489834,2,21
2013000408,21,2009,0,5,1.2489834,2,21
2013000408,0,2009,0,1,1.2489834,2,21
2013000408,18,2010,0,6,1.8184465,3,35
2013000408,3,2010,0,5,1.8184465,3,35
2013000408,7,2010,0,4,1.8184465,3,35
2013000408,7,2010,0,1,1.8184465,3,35
2013000408,1,2011,0,7,1.4436355,3,29
2013000408,7,2011,0,2,1.4436355,3,29
2013000408,14,2011,0,6,1.4436355,3,29
2013000408,0,2011,0,4,1.4436355,3,29
2013000408,7,2011,0,1,1.4436355,3,29
2013000408,0,2011,0,3,1.4436355,3,29
2013000409,14,2009,0,4,1.2489834,2,36
2013000409,2,2009,0,5,1.2489834,2,36
2013000409,6,2009,0,6,1.2489834,2,36
2013000409,14,2009,0,1,1.2489834,2,36
2013000409,0,2009,0,3,1.2489834,2,36
2013000409,8,2010,0,6,4.4999332,3,25
2013000409,3,2010,0,3,4.4999332,3,25
2013000409,7,2010,0,1,4.4999332,3,25
2013000409,7,2010,0,4,4.4999332,3,25
2013000409,0,2010,0,7,4.4999332,3,25
2013000409,7,2011,0,3,1.4436355,3,37
2013000409,4,2011,0,6,1.4436355,3,37
2013000409,8,2011,0,2,1.4436355,3,37
2013000409,0,2011,0,7,1.4436355,3,37
2013000409,8,2011,0,2,1.4436355,3,37
2013000409,10,2011,0,4,1.4436355,3,37
2013000410,0,2009,0,3,0,4,39
2013000410,7,2009,0,3,0,4,39
2013000410,0,2009,0,4,0,4,39
2013000410,0,2009,0,6,0,4,39
2013000410,5,2009,0,3,0,4,39
2013000410,7,2009,0,3,0,4,39
2013000410,0,2009,0,3,0,4,39
2013000410,10,2009,0,2,0,4,39
2013000410,10,2009,0,2,0,4,39
2013000410,0,2009,0,5,0,4,39
2013000410,4,2010,0,6,0.88137358,2,16
2013000410,3,2010,0,3,0.88137358,2,16
2013000410,0,2010,0,5,0.88137358,2,16
2013000410,0,2010,0,1,0.88137358,2,16
2013000410,0,2010,0,6,0.88137358,2,16
2013000410,2,2010,0,3,0.88137358,2,16
2013000410,1,2010,0,3,0.88137358,2,16
2013000410,3,2010,0,3,0.88137358,2,16
2013000410,0,2010,0,2,0.88137358,2,16
2013000410,3,2010,0,2,0.88137358,2,16
2013000410,0,2010,0,3,0.88137358,2,16
2013000410,0,2011,0,3,1.4436355,3,24
2013000410,8,2011,0,2,1.4436355,3,24
2013000410,0,2011,0,6,1.4436355,3,24
2013000410,0,2011,0,1,1.4436355,3,24
2013000410,0,2011,0,5,1.4436355,3,24
2013000410,2,2011,0,3,1.4436355,3,24
2013000410,10,2011,0,2,1.4436355,3,24
2013000410,2,2011,0,4,1.4436355,3,24
2013000410,2,2011,0,4,1.4436355,3,24
2013000410,0,2011,0,3,1.4436355,3,24
2013000601,0,2009,1,5,0.19869012,1,10
2013000601,10,2009,1,6,0.19869012,1,10
2013000601,1,2010,0,5,0,4,1
2013000601,2,2011,0,5,0,3,10
2013000601,3,2011,0,3,0,3,10
2013000601,5,2011,0,6,0,3,10
2013000601,0,2011,0,5,0,3,10
2013000602,3,2009,0,6,0.48121181,3,9
2013000602,1,2009,0,3,0.48121181,3,9
2013000602,0,2009,0,5,0.48121181,3,9
2013000602,1,2009,0,3,0.48121181,3,9
2013000602,1,2009,0,2,0.48121181,3,9
2013000602,3,2009,0,2,0.48121181,3,9
2013000602,0,2009,0,3,0.48121181,3,9
2013000602,0,2010,0,3,0,4,5
2013000602,0,2010,0,5,0,4,5
2013000602,0,2010,0,2,0,4,5
2013000602,2,2010,0,3,0,4,5
2013000602,1,2010,0,3,0,4,5
2013000602,1,2010,0,3,0,4,5
2013000602,1,2010,0,2,0,4,5
2013000602,0,2010,0,6,0,4,5
2013000602,5,2011,0,3,0,3,73
2013000602,15,2011,0,6,0,3,73
2013000602,0,2011,0,6,0,3,73
2013000602,12,2011,0,5,0,3,73
2013000602,0,2011,0,1,0,3,73
2013000602,10,2011,0,4,0,3,73
2013000602,0,2011,0,7,0,3,73
2013000602,10,2011,0,4,0,3,73
2013000602,10,2011,0,4,0,3,73
2013000602,1,2011,0,6,0,3,73
2013000602,10,2011,0,2,0,3,73
2013000603,4,2009,0,5,0.73266828,3,13
2013000603,1,2009,0,5,0.73266828,3,13
2013000603,2,2009,0,4,0.73266828,3,13
2013000603,2,2009,0,3,0.73266828,3,13
2013000603,0,2009,0,5,0.73266828,3,13
2013000603,0,2009,0,3,0.73266828,3,13
2013000603,0,2009,0,6,0.73266828,3,13
2013000603,0,2009,0,1,0.73266828,3,13
2013000603,2,2009,0,4,0.73266828,3,13
2013000603,0,2009,0,6,0.73266828,3,13
2013000603,2,2009,0,2,0.73266828,3,13
2013000603,0,2009,0,1,0.73266828,3,13
2013000603,7,2010,1,1,1.4436355,1,70
2013000603,14,2010,1,2,1.4436355,1,70
2013000603,0,2010,1,6,1.4436355,1,70
2013000603,14,2010,1,4,1.4436355,1,70
2013000603,14,2010,1,4,1.4436355,1,70
2013000603,14,2010,1,3,1.4436355,1,70
2013000603,0,2010,1,5,1.4436355,1,70
2013000603,7,2010,1,1,1.4436355,1,70
2013000603,0,2010,1,5,1.4436355,1,70
2013000603,0,2011,0,5,0,4,51
2013000603,14,2011,0,1,0,4,51
2013000603,10,2011,0,1,0,4,51
2013000603,7,2011,0,4,0,4,51
2013000603,3,2011,0,4,0,4,51
2013000603,0,2011,0,5,0,4,51
2013000603,0,2011,0,6,0,4,51
2013000603,7,2011,0,4,0,4,51
2013000603,10,2011,0,4,0,4,51
2013000604,0,2009,0,5,0.48121181,3,9
2013000604,0,2009,0,6,0.48121181,3,9
2013000604,1,2009,0,1,0.48121181,3,9
2013000604,4,2009,0,2,0.48121181,3,9
2013000604,2,2009,0,2,0.48121181,3,9
2013000604,2,2009,0,2,0.48121181,3,9
2013000604,0,2009,0,6,0.48121181,3,9
2013000604,0,2010,1,1,0,1,17
2013000604,3,2010,1,2,0,1,17
2013000604,4,2010,1,2,0,1,17
2013000604,4,2010,1,2,0,1,17
2013000604,0,2010,1,6,0,1,17
2013000604,3,2010,1,5,0,1,17
2013000604,3,2010,1,1,0,1,17
2013000604,0,2011,0,2,0,3,12
2013000604,5,2011,0,1,0,3,12
2013000604,0,2011,0,1,0,3,12
2013000604,4,2011,0,1,0,3,12
2013000604,0,2011,0,6,0,3,12
2013000604,0,2011,0,1,0,3,12
2013000604,0,2011,0,2,0,3,12
2013000604,3,2011,0,2,0,3,12
2013000604,0,2011,0,5,0,3,12
2013000604,0,2011,0,2,0,3,12
2013000605,14,2009,1,2,0.65266657,1,40
2013000605,0,2009,1,5,0.65266657,1,40
2013000605,0,2009,1,1,0.65266657,1,40
